INFO 2020-10-04 10:25:48,094 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-05 08:45:03,959 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2020-10-05 08:45:03,960 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2020-10-05 08:45:03,961 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 304 0
INFO 2020-10-05 08:46:05,024 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4556
INFO 2020-10-05 08:46:05,359 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2020-10-05 08:46:05,360 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 40091
INFO 2020-10-05 08:46:05,376 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2020-10-05 08:46:05,378 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 1327
INFO 2020-10-05 08:46:05,379 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2020-10-05 08:46:06,347 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-05 08:46:06,348 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-05 08:46:06,349 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-05 08:46:06,350 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
INFO 2020-10-05 08:46:06,352 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
WARNING 2020-10-05 08:46:06,619 log 222 Not Found: /favicon.ico
WARNING 2020-10-05 08:46:06,619 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 2088
INFO 2020-10-05 08:47:43,323 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4556
INFO 2020-10-05 08:47:43,556 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2020-10-05 08:47:43,562 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 40091
INFO 2020-10-05 08:47:43,566 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 1327
INFO 2020-10-05 08:47:43,566 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2020-10-05 08:47:43,567 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2020-10-05 08:47:44,277 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-05 08:47:44,325 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-05 08:47:44,338 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2020-10-05 08:47:44,340 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-05 08:47:44,343 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
WARNING 2020-10-05 08:47:44,658 log 222 Not Found: /favicon.ico
WARNING 2020-10-05 08:47:44,659 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 2088
INFO 2020-10-05 08:53:29,041 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-05 08:53:31,676 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4548
INFO 2020-10-05 08:53:31,931 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2020-10-05 08:53:31,933 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 1327
INFO 2020-10-05 08:53:31,934 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2020-10-05 08:53:31,935 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 40091
INFO 2020-10-05 08:53:31,940 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2020-10-05 08:53:32,097 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-05 08:53:32,097 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-05 08:53:32,202 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-05 08:53:32,207 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
INFO 2020-10-05 08:53:32,317 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
WARNING 2020-10-05 08:53:32,546 log 222 Not Found: /favicon.ico
WARNING 2020-10-05 08:53:32,547 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 2088
INFO 2020-10-05 08:56:00,425 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-05 08:56:01,592 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4556
INFO 2020-10-05 08:56:01,757 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2020-10-05 08:56:01,759 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 1327
INFO 2020-10-05 08:56:01,760 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2020-10-05 08:56:01,761 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 40091
INFO 2020-10-05 08:56:01,764 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2020-10-05 08:56:02,015 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-05 08:56:02,017 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2020-10-05 08:56:02,019 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-05 08:56:02,021 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
INFO 2020-10-05 08:56:02,025 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
WARNING 2020-10-05 08:56:02,362 log 222 Not Found: /favicon.ico
WARNING 2020-10-05 08:56:02,363 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 2088
INFO 2020-10-05 08:56:02,989 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4556
INFO 2020-10-05 08:56:03,135 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2020-10-05 08:56:03,139 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2020-10-05 08:56:03,140 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 1327
INFO 2020-10-05 08:56:03,140 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 40091
INFO 2020-10-05 08:56:03,143 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2020-10-05 08:56:03,312 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-05 08:56:03,312 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-05 08:56:03,314 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2020-10-05 08:56:03,316 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-05 08:56:03,317 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
WARNING 2020-10-05 08:56:03,674 log 222 Not Found: /favicon.ico
WARNING 2020-10-05 08:56:03,675 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 2088
INFO 2020-10-05 08:56:04,095 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4556
INFO 2020-10-05 08:56:04,441 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2020-10-05 08:56:04,443 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 1327
INFO 2020-10-05 08:56:04,444 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2020-10-05 08:56:04,445 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 40091
INFO 2020-10-05 08:56:04,450 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2020-10-05 08:56:04,572 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-05 08:56:04,573 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-05 08:56:04,628 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-05 08:56:04,631 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2020-10-05 08:56:04,632 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
WARNING 2020-10-05 08:56:04,924 log 222 Not Found: /favicon.ico
WARNING 2020-10-05 08:56:04,924 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 2088
INFO 2020-10-05 08:56:04,996 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4556
INFO 2020-10-05 08:56:05,151 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2020-10-05 08:56:05,156 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 1327
INFO 2020-10-05 08:56:05,156 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 40091
INFO 2020-10-05 08:56:05,156 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2020-10-05 08:56:05,159 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2020-10-05 08:56:05,281 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-05 08:56:05,284 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-05 08:56:05,285 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-05 08:56:05,286 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2020-10-05 08:56:05,287 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
WARNING 2020-10-05 08:56:05,576 log 222 Not Found: /favicon.ico
WARNING 2020-10-05 08:56:05,577 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 2088
INFO 2020-10-05 08:56:28,775 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-05 08:56:29,978 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4556
INFO 2020-10-05 08:56:30,339 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2020-10-05 08:56:30,340 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2020-10-05 08:56:30,340 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 3171
INFO 2020-10-05 08:56:30,341 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 40091
INFO 2020-10-05 08:56:30,349 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2020-10-05 08:56:30,500 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-05 08:56:30,571 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-05 08:56:30,573 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2020-10-05 08:56:30,573 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-05 08:56:30,575 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
WARNING 2020-10-05 08:56:30,712 log 222 Not Found: /favicon.ico
WARNING 2020-10-05 08:56:30,713 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 2088
INFO 2020-10-05 08:56:31,547 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4556
INFO 2020-10-05 08:56:32,023 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2020-10-05 08:56:32,036 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 3171
INFO 2020-10-05 08:56:32,037 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 40091
INFO 2020-10-05 08:56:32,038 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2020-10-05 08:56:32,045 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2020-10-05 08:56:32,196 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-05 08:56:32,199 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-05 08:56:32,199 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-05 08:56:32,200 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2020-10-05 08:56:32,202 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
WARNING 2020-10-05 08:56:32,519 log 222 Not Found: /favicon.ico
WARNING 2020-10-05 08:56:32,520 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 2088
INFO 2020-10-05 08:56:32,603 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4556
INFO 2020-10-05 08:56:32,902 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2020-10-05 08:56:32,909 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 40091
INFO 2020-10-05 08:56:32,912 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2020-10-05 08:56:32,914 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 3171
INFO 2020-10-05 08:56:32,917 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2020-10-05 08:56:33,042 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-05 08:56:33,044 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-05 08:56:33,046 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-05 08:56:33,047 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2020-10-05 08:56:33,047 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
WARNING 2020-10-05 08:56:33,249 log 222 Not Found: /favicon.ico
WARNING 2020-10-05 08:56:33,250 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 2088
INFO 2020-10-05 08:58:03,718 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-05 08:58:07,957 basehttp 154 "GET /users/register/ HTTP/1.1" 200 3784
INFO 2020-10-05 08:58:08,277 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2020-10-05 08:58:08,278 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2020-10-05 08:58:08,278 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 1327
INFO 2020-10-05 08:58:08,281 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 40091
INFO 2020-10-05 08:58:08,287 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2020-10-05 08:58:08,317 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-05 08:58:08,318 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-05 08:58:08,450 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-05 08:58:08,453 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2020-10-05 08:58:08,454 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
WARNING 2020-10-05 08:58:08,681 log 222 Not Found: /favicon.ico
WARNING 2020-10-05 08:58:08,682 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 2088
INFO 2020-10-05 08:59:04,898 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-05 08:59:08,721 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4557
INFO 2020-10-05 08:59:09,156 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2020-10-05 08:59:09,158 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 40091
INFO 2020-10-05 08:59:09,162 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 1327
INFO 2020-10-05 08:59:09,169 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2020-10-05 08:59:09,174 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-05 08:59:09,176 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-05 08:59:09,179 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2020-10-05 08:59:09,315 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-05 08:59:09,318 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2020-10-05 08:59:09,319 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
WARNING 2020-10-05 08:59:09,417 log 222 Not Found: /favicon.ico
WARNING 2020-10-05 08:59:09,418 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 2088
INFO 2020-10-05 08:59:29,819 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4557
INFO 2020-10-05 08:59:29,944 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-05 08:59:29,946 basehttp 154 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2020-10-05 08:59:29,948 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-05 08:59:29,948 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-05 08:59:29,948 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-05 08:59:29,954 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-05 08:59:29,955 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2020-10-05 08:59:30,008 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2020-10-05 08:59:30,010 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2020-10-05 08:59:30,011 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 304 0
INFO 2020-10-05 09:00:33,495 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4557
INFO 2020-10-05 09:00:33,958 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-05 09:00:33,964 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-05 09:00:33,978 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-05 09:00:33,980 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-05 09:00:33,985 basehttp 154 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2020-10-05 09:00:33,992 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2020-10-05 09:00:33,993 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-05 09:00:34,126 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2020-10-05 09:00:34,130 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 304 0
INFO 2020-10-05 09:00:34,131 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2020-10-05 09:02:48,027 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4607
INFO 2020-10-05 09:02:48,496 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-05 09:02:48,507 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-05 09:02:48,522 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-05 09:02:48,525 basehttp 154 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2020-10-05 09:02:48,527 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-05 09:02:48,529 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-05 09:02:48,530 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2020-10-05 09:02:48,629 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2020-10-05 09:02:48,630 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2020-10-05 09:02:48,631 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 304 0
INFO 2020-10-05 09:02:49,641 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4607
INFO 2020-10-05 09:02:50,102 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-05 09:02:50,106 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-05 09:02:50,108 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-05 09:02:50,115 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-05 09:02:50,120 basehttp 154 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2020-10-05 09:02:50,125 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-05 09:02:50,128 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2020-10-05 09:02:50,251 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2020-10-05 09:02:50,254 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2020-10-05 09:02:50,258 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 304 0
INFO 2020-10-05 09:02:50,741 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4607
INFO 2020-10-05 09:02:50,923 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-05 09:02:50,925 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-05 09:02:50,930 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-05 09:02:50,935 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-05 09:02:50,936 basehttp 154 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2020-10-05 09:02:50,939 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-05 09:02:50,940 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2020-10-05 09:02:51,019 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2020-10-05 09:02:51,020 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2020-10-05 09:02:51,022 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 304 0
INFO 2020-10-05 09:05:26,831 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4607
INFO 2020-10-05 09:05:27,071 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-05 09:05:27,084 basehttp 154 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2020-10-05 09:05:27,086 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-05 09:05:27,089 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-05 09:05:27,089 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-05 09:05:27,094 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-05 09:05:27,095 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2020-10-05 09:05:27,176 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2020-10-05 09:05:27,178 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2020-10-05 09:05:27,179 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 304 0
INFO 2020-10-05 09:14:09,912 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4633
INFO 2020-10-05 09:14:10,288 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-05 09:14:10,297 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-05 09:14:10,301 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-05 09:14:10,302 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-05 09:14:10,305 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 1614
INFO 2020-10-05 09:14:10,306 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-05 09:14:10,307 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2020-10-05 09:14:10,351 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2020-10-05 09:14:10,353 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2020-10-05 09:14:10,354 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 304 0
INFO 2020-10-05 09:18:08,695 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4633
INFO 2020-10-05 09:18:09,079 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-05 09:18:09,094 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-05 09:18:09,109 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-05 09:18:09,114 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-05 09:18:09,114 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-05 09:18:09,115 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2020-10-05 09:18:09,115 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 1779
INFO 2020-10-05 09:18:09,151 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2020-10-05 09:18:09,153 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2020-10-05 09:18:09,154 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 304 0
INFO 2020-10-05 09:18:27,959 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4633
INFO 2020-10-05 09:18:28,200 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-05 09:18:28,203 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-05 09:18:28,213 basehttp 154 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2020-10-05 09:18:28,215 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-05 09:18:28,216 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-05 09:18:28,221 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-05 09:18:28,222 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2020-10-05 09:18:28,312 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2020-10-05 09:18:28,313 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2020-10-05 09:18:28,316 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 304 0
